datetime,temperature_c
3/16/19 08:00,34.58
3/16/19 08:15,34.58
3/16/19 08:30,34.58
3/16/19 08:45,34.58
3/16/19 09:00,34.58
3/16/19 09:15,34.532
3/16/19 09:30,34.532
3/16/19 09:45,34.532
3/16/19 10:00,34.532
3/16/19 10:15,34.58
3/16/19 10:30,34.58
3/16/19 10:45,34.58
3/16/19 11:00,34.532
3/16/19 11:15,34.532
3/16/19 11:30,34.58
3/16/19 11:45,34.58
3/16/19 12:00,34.532
3/16/19 12:15,34.532
3/16/19 12:30,34.532
3/16/19 12:45,34.532
3/16/19 13:00,34.532
3/16/19 13:15,34.58
3/16/19 13:30,34.58
3/16/19 13:45,34.58
3/16/19 14:00,34.58
3/16/19 14:15,34.58
3/16/19 14:30,34.532
3/16/19 14:45,34.532
3/16/19 15:00,34.532
3/16/19 15:15,34.532
3/16/19 15:30,34.58
3/16/19 15:45,34.58
3/16/19 16:00,34.58
3/16/19 16:15,34.58
3/16/19 16:30,34.532
3/16/19 16:45,34.58
3/16/19 17:00,34.532
3/16/19 17:15,34.58
3/16/19 17:30,34.58
3/16/19 17:45,34.58
3/16/19 18:00,34.58
3/16/19 18:15,34.58
3/16/19 18:30,34.58
3/16/19 18:45,34.58
3/16/19 19:00,34.58
3/16/19 19:15,34.58
3/16/19 19:30,34.532
3/16/19 19:45,34.58
3/16/19 20:00,34.532
3/16/19 20:15,34.58
3/16/19 20:30,34.532
3/16/19 20:45,34.58
3/16/19 21:00,34.58
3/16/19 21:15,34.58
3/16/19 21:30,34.532
3/16/19 21:45,34.532
3/16/19 22:00,34.58
3/16/19 22:15,34.58
3/16/19 22:30,34.532
3/16/19 22:45,34.532
3/16/19 23:00,34.58
3/16/19 23:15,34.58
3/16/19 23:30,34.58
3/16/19 23:45,34.58
3/17/19 00:00,34.532
3/17/19 00:15,34.532
3/17/19 00:30,34.532
3/17/19 00:45,34.532
3/17/19 01:00,34.532
3/17/19 01:15,34.532
3/17/19 01:30,34.58
3/17/19 01:45,34.58
3/17/19 02:00,34.58
3/17/19 02:15,34.532
3/17/19 02:30,34.58
3/17/19 02:45,34.58
3/17/19 03:00,34.532
3/17/19 03:15,34.532
3/17/19 03:30,34.532
3/17/19 03:45,34.58
3/17/19 04:00,34.58
3/17/19 04:15,34.532
3/17/19 04:30,34.58
3/17/19 04:45,34.58
3/17/19 05:00,34.532
3/17/19 05:15,34.532
3/17/19 05:30,34.58
3/17/19 05:45,34.532
3/17/19 06:00,34.532
3/17/19 06:15,34.58
3/17/19 06:30,34.58
3/17/19 06:45,34.58
3/17/19 07:00,34.532
3/17/19 07:15,34.58
3/17/19 07:30,34.58
3/17/19 07:45,34.58
3/17/19 08:00,34.532
3/17/19 08:15,34.532
3/17/19 08:30,34.58
3/17/19 08:45,34.58
3/17/19 09:00,34.58
3/17/19 09:15,34.532
3/17/19 09:30,34.58
3/17/19 09:45,34.532
3/17/19 10:00,34.58
3/17/19 10:15,34.58
3/17/19 10:30,34.532
3/17/19 10:45,34.532
3/17/19 11:00,34.58
3/17/19 11:15,34.532
3/17/19 11:30,34.532
3/17/19 11:45,34.58
3/17/19 12:00,34.532
3/17/19 12:15,34.58
3/17/19 12:30,34.58
3/17/19 12:45,34.532
3/17/19 13:00,34.58
3/17/19 13:15,34.532
3/17/19 13:30,34.58
3/17/19 13:45,34.532
3/17/19 14:00,34.58
3/17/19 14:15,34.58
3/17/19 14:30,34.58
3/17/19 14:45,34.58
3/17/19 15:00,34.532
3/17/19 15:15,34.58
3/17/19 15:30,34.58
3/17/19 15:45,34.58
3/17/19 16:00,34.58
3/17/19 16:15,34.532
3/17/19 16:30,34.532
3/17/19 16:45,34.58
3/17/19 17:00,34.532
3/17/19 17:15,34.532
3/17/19 17:30,34.58
3/17/19 17:45,34.532
3/17/19 18:00,34.58
3/17/19 18:15,34.58
3/17/19 18:30,34.532
3/17/19 18:45,34.532
3/17/19 19:00,34.58
3/17/19 19:15,34.58
3/17/19 19:30,34.532
3/17/19 19:45,34.532
3/17/19 20:00,34.58
3/17/19 20:15,34.532
3/17/19 20:30,34.532
3/17/19 20:45,34.58
3/17/19 21:00,34.58
3/17/19 21:15,34.58
3/17/19 21:30,34.58
3/17/19 21:45,34.58
3/17/19 22:00,34.58
3/17/19 22:15,34.532
3/17/19 22:30,34.532
3/17/19 22:45,34.532
3/17/19 23:00,34.58
3/17/19 23:15,34.532
3/17/19 23:30,34.58
3/17/19 23:45,34.532
3/18/19 00:00,34.532
3/18/19 00:15,34.58
3/18/19 00:30,34.532
3/18/19 00:45,34.58
3/18/19 01:00,34.58
3/18/19 01:15,34.58
3/18/19 01:30,34.58
3/18/19 01:45,34.532
3/18/19 02:00,34.532
3/18/19 02:15,34.532
3/18/19 02:30,34.58
3/18/19 02:45,34.58
3/18/19 03:00,34.58
3/18/19 03:15,34.58
3/18/19 03:30,34.532
3/18/19 03:45,34.58
3/18/19 04:00,34.58
3/18/19 04:15,34.58
3/18/19 04:30,34.58
3/18/19 04:45,34.532
3/18/19 05:00,34.532
3/18/19 05:15,34.58
3/18/19 05:30,34.58
3/18/19 05:45,34.532
3/18/19 06:00,34.58
3/18/19 06:15,34.532
3/18/19 06:30,34.58
3/18/19 06:45,34.532
3/18/19 07:00,34.532
3/18/19 07:15,34.58
3/18/19 07:30,34.532
3/18/19 07:45,34.58
3/18/19 08:00,34.58
3/18/19 08:15,34.58
3/18/19 08:30,34.58
3/18/19 08:45,34.58
3/18/19 09:00,34.58
3/18/19 09:15,34.532
3/18/19 09:30,34.58
3/18/19 09:45,34.58
3/18/19 10:00,34.58
3/18/19 10:15,34.58
3/18/19 10:30,34.58
3/18/19 10:45,34.532
3/18/19 11:00,34.58
3/18/19 11:15,34.532
3/18/19 11:30,34.58
3/18/19 11:45,34.532
3/18/19 12:00,34.58
3/18/19 12:15,34.58
3/18/19 12:30,34.532
3/18/19 12:45,34.58
3/18/19 13:00,34.532
3/18/19 13:15,34.532
3/18/19 13:30,34.58
3/18/19 13:45,34.532
3/18/19 14:00,34.58
3/18/19 14:15,34.58
3/18/19 14:30,34.532
3/18/19 14:45,34.532
3/18/19 15:00,34.58
3/18/19 15:15,34.58
3/18/19 15:30,34.58
3/18/19 15:45,34.532
3/18/19 16:00,34.532
3/18/19 16:15,34.532
3/18/19 16:30,34.532
3/18/19 16:45,34.58
3/18/19 17:00,34.58
3/18/19 17:15,34.58
3/18/19 17:30,34.532
3/18/19 17:45,34.532
3/18/19 18:00,34.532
3/18/19 18:15,34.532
3/18/19 18:30,34.532
3/18/19 18:45,34.58
3/18/19 19:00,34.532
3/18/19 19:15,34.58
3/18/19 19:30,34.58
3/18/19 19:45,34.532
3/18/19 20:00,34.58
3/18/19 20:15,34.532
3/18/19 20:30,34.58
3/18/19 20:45,34.532
3/18/19 21:00,34.58
3/18/19 21:15,34.532
3/18/19 21:30,34.58
3/18/19 21:45,34.532
3/18/19 22:00,34.532
3/18/19 22:15,34.58
3/18/19 22:30,34.58
3/18/19 22:45,34.532
3/18/19 23:00,34.58
3/18/19 23:15,34.58
3/18/19 23:30,34.532
3/18/19 23:45,34.532
3/19/19 00:00,34.532
3/19/19 00:15,34.58
3/19/19 00:30,34.58
3/19/19 00:45,34.58
3/19/19 01:00,34.58
3/19/19 01:15,34.58
3/19/19 01:30,34.58
3/19/19 01:45,34.532
3/19/19 02:00,34.58
3/19/19 02:15,34.532
3/19/19 02:30,34.58
3/19/19 02:45,34.58
3/19/19 03:00,34.58
3/19/19 03:15,34.532
3/19/19 03:30,34.58
3/19/19 03:45,34.58
3/19/19 04:00,34.58
3/19/19 04:15,34.58
3/19/19 04:30,34.58
3/19/19 04:45,34.532
3/19/19 05:00,34.58
3/19/19 05:15,34.58
3/19/19 05:30,34.58
3/19/19 05:45,34.532
3/19/19 06:00,34.532
3/19/19 06:15,34.58
3/19/19 06:30,34.58
3/19/19 06:45,34.532
3/19/19 07:00,34.58
3/19/19 07:15,34.532
3/19/19 07:30,34.532
3/19/19 07:45,34.58
3/19/19 08:00,34.58
3/19/19 08:15,34.58
3/19/19 08:30,34.58
3/19/19 08:45,34.58
3/19/19 09:00,34.532
3/19/19 09:15,34.532
3/19/19 09:30,34.532
3/19/19 09:45,34.58
3/19/19 10:00,34.58
3/19/19 10:15,34.532
3/19/19 10:30,34.58
3/19/19 10:45,34.532
3/19/19 11:00,34.532
3/19/19 11:15,34.532
3/19/19 11:30,34.532
3/19/19 11:45,34.58
3/19/19 12:00,34.58
3/19/19 12:15,34.58
3/19/19 12:30,34.58
3/19/19 12:45,34.58
3/19/19 13:00,34.532
3/19/19 13:15,34.532
3/19/19 13:30,34.58
3/19/19 13:45,34.532
3/19/19 14:00,34.58
3/19/19 14:15,34.532
3/19/19 14:30,34.532
3/19/19 14:45,34.58
3/19/19 15:00,34.58
3/19/19 15:15,34.532
3/19/19 15:30,34.532
3/19/19 15:45,34.532
3/19/19 16:00,34.532
3/19/19 16:15,34.532
3/19/19 16:30,34.58
3/19/19 16:45,34.58
3/19/19 17:00,34.58
3/19/19 17:15,34.532
3/19/19 17:30,34.58
3/19/19 17:45,34.532
3/19/19 18:00,34.58
3/19/19 18:15,34.58
3/19/19 18:30,34.58
3/19/19 18:45,34.58
3/19/19 19:00,34.58
3/19/19 19:15,34.532
3/19/19 19:30,34.58
3/19/19 19:45,34.532
3/19/19 20:00,34.58
3/19/19 20:15,34.58
3/19/19 20:30,34.58
3/19/19 20:45,34.58
3/19/19 21:00,34.58
3/19/19 21:15,34.58
3/19/19 21:30,34.58
3/19/19 21:45,34.532
3/19/19 22:00,34.532
3/19/19 22:15,34.58
3/19/19 22:30,34.58
3/19/19 22:45,34.58
3/19/19 23:00,34.532
3/19/19 23:15,34.532
3/19/19 23:30,34.58
3/19/19 23:45,34.532
3/20/19 00:00,34.532
3/20/19 00:15,34.532
3/20/19 00:30,34.58
3/20/19 00:45,34.58
3/20/19 01:00,34.58
3/20/19 01:15,34.532
3/20/19 01:30,34.532
3/20/19 01:45,34.58
3/20/19 02:00,34.532
3/20/19 02:15,34.58
3/20/19 02:30,34.58
3/20/19 02:45,34.532
3/20/19 03:00,34.58
3/20/19 03:15,34.58
3/20/19 03:30,34.58
3/20/19 03:45,34.58
3/20/19 04:00,34.532
3/20/19 04:15,34.58
3/20/19 04:30,34.532
3/20/19 04:45,34.58
3/20/19 05:00,34.58
3/20/19 05:15,34.58
3/20/19 05:30,34.532
3/20/19 05:45,34.58
3/20/19 06:00,34.58
3/20/19 06:15,34.58
3/20/19 06:30,34.58
3/20/19 06:45,34.58
3/20/19 07:00,34.58
3/20/19 07:15,34.532
3/20/19 07:30,34.58
3/20/19 07:45,34.532
3/20/19 08:00,34.58
3/20/19 08:15,34.532
3/20/19 08:30,34.532
3/20/19 08:45,34.58
3/20/19 09:00,34.58
3/20/19 09:15,34.532
3/20/19 09:30,34.532
3/20/19 09:45,34.58
3/20/19 10:00,34.58
3/20/19 10:15,34.58
3/20/19 10:30,34.58
3/20/19 10:45,34.58
3/20/19 11:00,34.532
3/20/19 11:15,34.58
3/20/19 11:30,34.58
3/20/19 11:45,34.58
3/20/19 12:00,34.58
3/20/19 12:15,34.58
3/20/19 12:30,34.58
3/20/19 12:45,34.532
3/20/19 13:00,34.58
3/20/19 13:15,34.58
3/20/19 13:30,34.58
3/20/19 13:45,34.532
3/20/19 14:00,34.58
3/20/19 14:15,34.58
3/20/19 14:30,34.58
3/20/19 14:45,34.58
3/20/19 15:00,34.58
3/20/19 15:15,34.532
3/20/19 15:30,34.58
3/20/19 15:45,34.58
3/20/19 16:00,34.532
3/20/19 16:15,34.58
3/20/19 16:30,34.58
3/20/19 16:45,34.532
3/20/19 17:00,34.58
3/20/19 17:15,34.58
3/20/19 17:30,34.58
3/20/19 17:45,34.58
3/20/19 18:00,34.58
3/20/19 18:15,34.532
3/20/19 18:30,34.58
3/20/19 18:45,34.58
3/20/19 19:00,34.58
3/20/19 19:15,34.532
3/20/19 19:30,34.58
3/20/19 19:45,34.58
3/20/19 20:00,34.532
3/20/19 20:15,34.532
3/20/19 20:30,34.58
3/20/19 20:45,34.532
3/20/19 21:00,34.58
3/20/19 21:15,34.532
3/20/19 21:30,34.532
3/20/19 21:45,34.58
3/20/19 22:00,34.58
3/20/19 22:15,34.532
3/20/19 22:30,34.532
3/20/19 22:45,34.58
3/20/19 23:00,34.532
3/20/19 23:15,34.532
3/20/19 23:30,34.532
3/20/19 23:45,34.58
3/21/19 00:00,34.58
3/21/19 00:15,34.532
3/21/19 00:30,34.58
3/21/19 00:45,34.58
3/21/19 01:00,34.58
3/21/19 01:15,34.58
3/21/19 01:30,34.532
3/21/19 01:45,34.532
3/21/19 02:00,34.58
3/21/19 02:15,34.532
3/21/19 02:30,34.58
3/21/19 02:45,34.532
3/21/19 03:00,34.58
3/21/19 03:15,34.532
3/21/19 03:30,34.58
3/21/19 03:45,34.58
3/21/19 04:00,34.58
3/21/19 04:15,34.58
3/21/19 04:30,34.532
3/21/19 04:45,34.532
3/21/19 05:00,34.532
3/21/19 05:15,34.532
3/21/19 05:30,34.532
3/21/19 05:45,34.58
3/21/19 06:00,34.532
3/21/19 06:15,34.532
3/21/19 06:30,34.58
3/21/19 06:45,34.58
3/21/19 07:00,34.58
3/21/19 07:15,34.58
3/21/19 07:30,34.58
3/21/19 07:45,34.58
3/21/19 08:00,34.532
3/21/19 08:15,34.58
3/21/19 08:30,34.532
3/21/19 08:45,34.532
3/21/19 09:00,34.58
3/21/19 09:15,34.58
3/21/19 09:30,34.532
3/21/19 09:45,34.58
3/21/19 10:00,34.58
3/21/19 10:15,34.58
3/21/19 10:30,34.58
3/21/19 10:45,34.58
3/21/19 11:00,34.532
3/21/19 11:15,34.58
3/21/19 11:30,34.58
3/21/19 11:45,34.532
3/21/19 12:00,34.532
3/21/19 12:15,34.532
3/21/19 12:30,34.532
3/21/19 12:45,34.58
3/21/19 13:00,34.58
3/21/19 13:15,34.58
3/21/19 13:30,34.532
3/21/19 13:45,34.58
3/21/19 14:00,34.58
3/21/19 14:15,34.58
3/21/19 14:30,34.532
3/21/19 14:45,34.58
3/21/19 15:00,34.58
3/21/19 15:15,34.58
3/21/19 15:30,34.58
3/21/19 15:45,34.532
3/21/19 16:00,34.532
3/21/19 16:15,34.58
3/21/19 16:30,34.58
3/21/19 16:45,34.58
3/21/19 17:00,34.58
3/21/19 17:15,34.532
3/21/19 17:30,34.58
3/21/19 17:45,34.532
3/21/19 18:00,34.532
3/21/19 18:15,34.58
3/21/19 18:30,34.58
3/21/19 18:45,34.532
3/21/19 19:00,34.532
3/21/19 19:15,34.58
3/21/19 19:30,34.58
3/21/19 19:45,34.58
3/21/19 20:00,34.58
3/21/19 20:15,34.532
3/21/19 20:30,34.58
3/21/19 20:45,34.58
3/21/19 21:00,34.58
3/21/19 21:15,34.532
3/21/19 21:30,34.58
3/21/19 21:45,34.58
3/21/19 22:00,34.532
3/21/19 22:15,34.58
3/21/19 22:30,34.58
3/21/19 22:45,34.532
3/21/19 23:00,34.58
3/21/19 23:15,34.58
3/21/19 23:30,34.58
3/21/19 23:45,34.58
3/22/19 00:00,34.532
3/22/19 00:15,34.58
3/22/19 00:30,34.58
3/22/19 00:45,34.58
3/22/19 01:00,34.58
3/22/19 01:15,34.532
3/22/19 01:30,34.58
3/22/19 01:45,34.532
3/22/19 02:00,34.58
3/22/19 02:15,34.58
3/22/19 02:30,34.58
3/22/19 02:45,34.532
3/22/19 03:00,34.58
3/22/19 03:15,34.58
3/22/19 03:30,34.532
3/22/19 03:45,34.58
3/22/19 04:00,34.58
3/22/19 04:15,34.58
3/22/19 04:30,34.58
3/22/19 04:45,34.58
3/22/19 05:00,34.532
3/22/19 05:15,34.58
3/22/19 05:30,34.532
3/22/19 05:45,34.532
3/22/19 06:00,34.58
3/22/19 06:15,34.58
3/22/19 06:30,34.532
3/22/19 06:45,34.58
3/22/19 07:00,34.532
3/22/19 07:15,34.532
3/22/19 07:30,34.58
3/22/19 07:45,34.532
3/22/19 08:00,34.58
3/22/19 08:15,34.58
3/22/19 08:30,34.58
3/22/19 08:45,34.58
3/22/19 09:00,34.58
3/22/19 09:15,34.532
3/22/19 09:30,34.58
3/22/19 09:45,34.532
3/22/19 10:00,34.532
3/22/19 10:15,34.58
3/22/19 10:30,34.58
3/22/19 10:45,34.532
3/22/19 11:00,34.58
3/22/19 11:15,34.58
3/22/19 11:30,34.532
3/22/19 11:45,34.58
3/22/19 12:00,34.532
3/22/19 12:15,34.58
3/22/19 12:30,34.532
3/22/19 12:45,34.532
3/22/19 13:00,34.532
3/22/19 13:15,34.58
3/22/19 13:30,34.58
3/22/19 13:45,34.532
3/22/19 14:00,34.532
3/22/19 14:15,34.532
3/22/19 14:30,34.58
3/22/19 14:45,34.58
3/22/19 15:00,34.532
3/22/19 15:15,34.532
3/22/19 15:30,34.532
3/22/19 15:45,34.58
3/22/19 16:00,34.58
3/22/19 16:15,34.58
3/22/19 16:30,34.58
3/22/19 16:45,34.532
3/22/19 17:00,34.532
3/22/19 17:15,34.58
3/22/19 17:30,34.58
3/22/19 17:45,34.58
3/22/19 18:00,34.532
3/22/19 18:15,34.58
3/22/19 18:30,34.58
3/22/19 18:45,34.58
3/22/19 19:00,34.532
3/22/19 19:15,34.58
3/22/19 19:30,34.58
3/22/19 19:45,34.532
3/22/19 20:00,34.58
3/22/19 20:15,34.58
3/22/19 20:30,34.58
3/22/19 20:45,34.532
3/22/19 21:00,34.532
3/22/19 21:15,34.58
3/22/19 21:30,34.532
3/22/19 21:45,34.58
3/22/19 22:00,34.532
3/22/19 22:15,34.58
3/22/19 22:30,34.58
3/22/19 22:45,34.58
3/22/19 23:00,34.58
3/22/19 23:15,34.532
3/22/19 23:30,34.532
3/22/19 23:45,34.58
3/23/19 00:00,34.532
3/23/19 00:15,34.58
3/23/19 00:30,34.58
3/23/19 00:45,34.58
3/23/19 01:00,34.58
3/23/19 01:15,34.58
3/23/19 01:30,34.58
3/23/19 01:45,34.532
3/23/19 02:00,34.532
3/23/19 02:15,34.532
3/23/19 02:30,34.58
3/23/19 02:45,34.532
3/23/19 03:00,34.58
3/23/19 03:15,34.532
3/23/19 03:30,34.58
3/23/19 03:45,34.532
3/23/19 04:00,34.58
3/23/19 04:15,34.532
3/23/19 04:30,34.58
3/23/19 04:45,34.58
3/23/19 05:00,34.58
3/23/19 05:15,34.58
3/23/19 05:30,34.58
3/23/19 05:45,34.532
3/23/19 06:00,34.532
3/23/19 06:15,34.532
3/23/19 06:30,34.58
3/23/19 06:45,34.532
3/23/19 07:00,34.58
3/23/19 07:15,34.58
3/23/19 07:30,34.58
3/23/19 07:45,34.58
3/23/19 08:00,34.532
3/23/19 08:15,34.58
3/23/19 08:30,34.532
3/23/19 08:45,34.58
3/23/19 09:00,34.58
3/23/19 09:15,34.58
3/23/19 09:30,34.532
3/23/19 09:45,34.532
3/23/19 10:00,34.58
3/23/19 10:15,34.58
3/23/19 10:30,34.532
3/23/19 10:45,34.58
3/23/19 11:00,34.58
3/23/19 11:15,34.58
3/23/19 11:30,34.532
3/23/19 11:45,34.58
3/23/19 12:00,34.58
3/23/19 12:15,34.58
3/23/19 12:30,34.532
3/23/19 12:45,34.532
3/23/19 13:00,34.58
3/23/19 13:15,34.58
3/23/19 13:30,34.58
3/23/19 13:45,34.58
3/23/19 14:00,34.58
3/23/19 14:15,34.532
3/23/19 14:30,34.532
3/23/19 14:45,34.532
3/23/19 15:00,34.532
3/23/19 15:15,34.58
3/23/19 15:30,34.532
3/23/19 15:45,34.532
3/23/19 16:00,34.58
3/23/19 16:15,34.58
3/23/19 16:30,34.58
3/23/19 16:45,34.532
3/23/19 17:00,34.532
3/23/19 17:15,34.58
3/23/19 17:30,34.532
3/23/19 17:45,34.532
3/23/19 18:00,34.532
3/23/19 18:15,34.58
3/23/19 18:30,34.58
3/23/19 18:45,34.58
3/23/19 19:00,34.58
3/23/19 19:15,34.58
3/23/19 19:30,34.58
3/23/19 19:45,34.532
3/23/19 20:00,34.532
3/23/19 20:15,34.58
3/23/19 20:30,34.58
3/23/19 20:45,34.532
3/23/19 21:00,34.58
3/23/19 21:15,34.58
3/23/19 21:30,34.532
3/23/19 21:45,34.532
3/23/19 22:00,34.58
3/23/19 22:15,34.58
3/23/19 22:30,34.58
3/23/19 22:45,34.532
3/23/19 23:00,34.58
3/23/19 23:15,34.58
3/23/19 23:30,34.58
3/23/19 23:45,34.532
3/24/19 00:00,34.58
3/24/19 00:15,34.58
3/24/19 00:30,34.58
3/24/19 00:45,34.532
3/24/19 01:00,34.58
3/24/19 01:15,34.532
3/24/19 01:30,34.58
3/24/19 01:45,34.532
3/24/19 02:00,34.58
3/24/19 02:15,34.532
3/24/19 02:30,34.58
3/24/19 02:45,34.532
3/24/19 03:00,34.532
3/24/19 03:15,34.58
3/24/19 03:30,34.532
3/24/19 03:45,34.58
3/24/19 04:00,34.58
3/24/19 04:15,34.532
3/24/19 04:30,34.532
3/24/19 04:45,34.532
3/24/19 05:00,34.532
3/24/19 05:15,34.58
3/24/19 05:30,34.532
3/24/19 05:45,34.58
3/24/19 06:00,34.58
3/24/19 06:15,34.58
3/24/19 06:30,34.58
3/24/19 06:45,34.58
3/24/19 07:00,34.58
3/24/19 07:15,34.58
3/24/19 07:30,34.58
3/24/19 07:45,34.58
3/24/19 08:00,34.532
3/24/19 08:15,34.58
3/24/19 08:30,34.58
3/24/19 08:45,34.58
3/24/19 09:00,34.532
3/24/19 09:15,34.58
3/24/19 09:30,34.58
3/24/19 09:45,34.58
3/24/19 10:00,34.58
3/24/19 10:15,34.58
3/24/19 10:30,34.532
3/24/19 10:45,34.58
3/24/19 11:00,34.532
3/24/19 11:15,34.532
3/24/19 11:30,34.532
3/24/19 11:45,34.58
3/24/19 12:00,34.58
3/24/19 12:15,34.532
3/24/19 12:30,34.58
3/24/19 12:45,34.58
3/24/19 13:00,34.58
3/24/19 13:15,34.532
3/24/19 13:30,34.58
3/24/19 13:45,34.532
3/24/19 14:00,34.532
3/24/19 14:15,34.58
3/24/19 14:30,34.532
3/24/19 14:45,34.58
3/24/19 15:00,34.58
3/24/19 15:15,34.58
3/24/19 15:30,34.532
3/24/19 15:45,34.58
3/24/19 16:00,34.532
3/24/19 16:15,34.532
3/24/19 16:30,34.58
3/24/19 16:45,34.58
3/24/19 17:00,34.58
3/24/19 17:15,34.532
3/24/19 17:30,34.532
3/24/19 17:45,34.58
3/24/19 18:00,34.58
3/24/19 18:15,34.58
3/24/19 18:30,34.532
3/24/19 18:45,34.58
3/24/19 19:00,34.58
3/24/19 19:15,34.58
3/24/19 19:30,34.58
3/24/19 19:45,34.58
3/24/19 20:00,34.532
3/24/19 20:15,34.532
3/24/19 20:30,34.58
3/24/19 20:45,34.532
3/24/19 21:00,34.532
3/24/19 21:15,34.58
3/24/19 21:30,34.58
3/24/19 21:45,34.58
3/24/19 22:00,34.58
3/24/19 22:15,34.58
3/24/19 22:30,34.532
3/24/19 22:45,34.532
3/24/19 23:00,34.532
3/24/19 23:15,34.532
3/24/19 23:30,34.58
3/24/19 23:45,34.58
3/25/19 00:00,34.532
3/25/19 00:15,34.58
3/25/19 00:30,34.532
3/25/19 00:45,34.58
3/25/19 01:00,34.532
3/25/19 01:15,34.58
3/25/19 01:30,34.58
3/25/19 01:45,34.532
3/25/19 02:00,34.58
3/25/19 02:15,34.58
3/25/19 02:30,34.532
3/25/19 02:45,34.58
3/25/19 03:00,34.58
3/25/19 03:15,34.58
3/25/19 03:30,34.58
3/25/19 03:45,34.58
3/25/19 04:00,34.58
3/25/19 04:15,34.58
3/25/19 04:30,34.532
3/25/19 04:45,34.58
3/25/19 05:00,34.532
3/25/19 05:15,34.532
3/25/19 05:30,34.58
3/25/19 05:45,34.532
3/25/19 06:00,34.532
3/25/19 06:15,34.58
3/25/19 06:30,34.58
3/25/19 06:45,34.532
3/25/19 07:00,34.58
3/25/19 07:15,34.532
3/25/19 07:30,34.58
3/25/19 07:45,34.532
3/25/19 08:00,34.58
3/25/19 08:15,34.58
3/25/19 08:30,34.58
3/25/19 08:45,34.58
3/25/19 09:00,34.58
3/25/19 09:15,34.532
3/25/19 09:30,34.532
3/25/19 09:45,34.532
3/25/19 10:00,34.532
3/25/19 10:15,34.532
3/25/19 10:30,34.58
3/25/19 10:45,34.532
3/25/19 11:00,34.58
3/25/19 11:15,34.58
3/25/19 11:30,34.532
3/25/19 11:45,34.58
3/25/19 12:00,34.532
3/25/19 12:15,34.532
3/25/19 12:30,34.532
3/25/19 12:45,34.532
3/25/19 13:00,34.58
3/25/19 13:15,34.58
3/25/19 13:30,34.58
3/25/19 13:45,34.58
3/25/19 14:00,34.532
3/25/19 14:15,34.58
3/25/19 14:30,34.58
3/25/19 14:45,34.58
3/25/19 15:00,34.58
3/25/19 15:15,34.532
3/25/19 15:30,34.58
3/25/19 15:45,34.58
3/25/19 16:00,34.58
3/25/19 16:15,34.532
3/25/19 16:30,34.58
3/25/19 16:45,34.58
3/25/19 17:00,34.58
3/25/19 17:15,34.532
3/25/19 17:30,34.58
3/25/19 17:45,34.58
3/25/19 18:00,34.532
3/25/19 18:15,34.58
3/25/19 18:30,34.58
3/25/19 18:45,34.58
3/25/19 19:00,34.532
3/25/19 19:15,34.58
3/25/19 19:30,34.58
3/25/19 19:45,34.58
3/25/19 20:00,34.532
3/25/19 20:15,34.532
3/25/19 20:30,34.58
3/25/19 20:45,34.58
3/25/19 21:00,34.58
3/25/19 21:15,34.58
3/25/19 21:30,34.58
3/25/19 21:45,34.58
3/25/19 22:00,34.532
3/25/19 22:15,34.532
3/25/19 22:30,34.58
3/25/19 22:45,34.58
3/25/19 23:00,34.58
3/25/19 23:15,34.58
3/25/19 23:30,34.58
3/25/19 23:45,34.58
3/26/19 00:00,34.58
3/26/19 00:15,34.58
3/26/19 00:30,34.58
3/26/19 00:45,34.58
3/26/19 01:00,34.58
3/26/19 01:15,34.58
3/26/19 01:30,34.58
3/26/19 01:45,34.532
3/26/19 02:00,34.58
3/26/19 02:15,34.532
3/26/19 02:30,34.58
3/26/19 02:45,34.58
3/26/19 03:00,34.532
3/26/19 03:15,34.58
3/26/19 03:30,34.58
3/26/19 03:45,34.58
3/26/19 04:00,34.58
3/26/19 04:15,34.532
3/26/19 04:30,34.532
3/26/19 04:45,34.58
3/26/19 05:00,34.532
3/26/19 05:15,34.532
3/26/19 05:30,34.58
3/26/19 05:45,34.532
3/26/19 06:00,34.532
3/26/19 06:15,34.58
3/26/19 06:30,34.58
3/26/19 06:45,34.58
3/26/19 07:00,34.58
3/26/19 07:15,34.58
3/26/19 07:30,34.532
3/26/19 07:45,34.58
3/26/19 08:00,34.532
3/26/19 08:15,34.58
3/26/19 08:30,34.532
3/26/19 08:45,34.58
3/26/19 09:00,34.58
3/26/19 09:15,34.58
3/26/19 09:30,34.532
3/26/19 09:45,34.532
3/26/19 10:00,34.58
3/26/19 10:15,34.58
3/26/19 10:30,34.532
3/26/19 10:45,34.532
3/26/19 11:00,34.532
3/26/19 11:15,34.58
3/26/19 11:30,34.58
3/26/19 11:45,34.58
3/26/19 12:00,34.532
3/26/19 12:15,34.58
3/26/19 12:30,34.58
3/26/19 12:45,34.58
3/26/19 13:00,34.532
3/26/19 13:15,34.58
3/26/19 13:30,34.58
3/26/19 13:45,34.532
3/26/19 14:00,34.58
3/26/19 14:15,34.58
3/26/19 14:30,34.58
3/26/19 14:45,34.532
3/26/19 15:00,34.532
3/26/19 15:15,34.532
3/26/19 15:30,34.532
3/26/19 15:45,34.58
3/26/19 16:00,34.532
3/26/19 16:15,34.532
3/26/19 16:30,34.58
3/26/19 16:45,34.532
3/26/19 17:00,34.532
3/26/19 17:15,34.532
3/26/19 17:30,34.58
